english_name,account_id,naive_mape,moving_avg_mape,seasonal_naive_mape
FEB.,395BU,2251799813685248.0,2251799813685248.0,0.5244539411206077
FEB.,396BD,1.4921926765354243e+18,1.4921926765354243e+18,3.5525775600889347
FEB.,396BU,0.0,0.0,0.0
Finance / Insur. Income Receivable - Deferred,1960D,0.0,0.0,0.0
Finance / Insurance / Service Contracts,1130DD,0.0,0.0,1.2509998964918045e+17
Finance / Insurance / Service Contracts,1130ED,0.0,0.0,0.0
Finance / Insurance / Service Contracts,1130FD,0.0,0.0,0.0
Finance / Insurance Income Rec. - Current,1130AD,6.030653501021491e+17,4.0554636644494317e+17,7.428437385368335e+17
Finance / Insurance Income Rec. - Current,1130BD,6.030653501021491e+17,4.0554636644494317e+17,7.428437385368335e+17
Finance / Insurance Income Rec. - Current,1130CD,0.0,0.0,6.254999482459022e+17
Finance / Insurance Income Rec. - Current,1130D,6.030653501021491e+17,4.0554636644494317e+17,7.428437385368335e+17
Finance Income (CPO),3701G,0.0,1.1645975036407706e+18,1.7468962554611558e+18
Finance Income (CPO),3701S,0.0,1.1645975036407706e+18,1.7468962554611558e+18
Finance Income (CPO),3701U,0.0,833999930994536.4,1250999896491804.5
Finance Income (Non CPO),3707G,1.3230574905297324e+18,2.0331806317738803e+18,8.046431334235287e+18
Finance Income (Non CPO),3707S,1.3230574905297324e+18,2.0331806317738803e+18,8.916877062214283e+18
Finance Income (Non CPO),3707U,2084999827486341.0,2891199760781059.0,7756199358249188.0
Finance Income (Other Makes),3710G,0.0,0.0,2.9490237559966803e+17
Finance Income (Other Makes),3710S,0.0,0.0,2.9490237559966803e+17
Finance Income (Other Makes),3710U,0.0,0.0,166799986198907.25
Finance Income - New,3310G,5.3492755573989555e+17,8.106479329266892e+17,5.917229510406235e+17
Finance Income - New,3310S,5.3492755573989555e+17,8.106479329266892e+17,5.917229510406235e+17
Finance Income - New,3310U,1167599903392351.0,1501199875790165.8,1000799917193445.4
Fixed Oper. Advert. Co-Op Credit,8720D,0.0,0.0,0.0
Fixed Oper. Advertising / Promotion,8223D,3.2609397301886372e+16,3.2609397301886372e+16,3.38270372011384e+17
Fixed Oper. Advertising / Promotion,8224D,5754599523862300.0,5754599523862300.0,1.5512398716498374e+17
Fixed Oper. Advertising / Promotion,8225D,0.0,0.0,0.0
Fixed Oper. Advertising Co-Op Credit ,8723D,0.0,0.0,0.0
Fixed Oper. Advertising Co-Op Credit ,8724D,0.0,0.0,0.0
Fixed Oper. Advertising Co-Op Credit ,8725D,0.0,0.0,0.0
Fixed Operations Advertising / Promotion,8220D,3.644579698446123e+16,3.644579698446124e+16,4.3926776365482234e+17
Floor Plan Credits,8700D,0.8268904578674036,0.6904761119171797,0.6945190630609761
Floor Plan Credits,8701D,0.8268904578674036,0.6904761119171797,0.6945190630609761
Floor Plan Interest,8050D,0.18933284314329044,0.22010260215520563,0.6406763239549083
Floor Plan Interest,8051D,0.22618323271645815,0.26149014723219594,0.7105413174512014
Floor Plan Interest,8052D,0.2544901533683962,0.2880263244583728,0.4745846098232638
Freight & Express,8330D,1.2451618969748427e+17,1.1792759024262744e+17,1.866491845565772e+17
Freight & Express,8331D,0.0,0.0,5.929739509371153e+16
Freight & Express,8332D,0.0,0.0,2.527019790913445e+16
Freight & Express,8333D,0.0,0.0,5.929739509371153e+16
Freight & Express,8334D,1.2451618969748427e+17,1.1792759024262744e+17,4.278419646001971e+16
Freight & Express,8335D,0.0,0.0,0.0
"Furniture & 
Fixtures",11830D,0.03027039598667412,0.046902574374099254,0.1491431345704154
Furnitures & Fixtures,1830D,0.0044847812190597965,0.0074817406473040625,0.034092696568671414
Furnitures & Fixtures,1840D,0.017511956678540122,0.02626793501781018,0.18671161828454352
Gain on Disposal of Assets,9050D,0.0,0.0,0.0
"Gas, Oil & Grease",5280G,1.4678398785503838e+16,2.271259812075121e+16,4586999620469950.0
"Gas, Oil & Grease",5280S,4.7371196080489656e+16,6.4885194631374936e+16,3.761339688785358e+16
"Gas, Oil & Grease",5280U,0.0,0.0,0.0
"Gas, Oil, & Grease",1520D,0.04531999047982643,0.29460759350247656,1.9138326069532319
Goods and Service Tax (GST) / Harmonized Sales Tax (HST),22421150D,4.215863768114486,5.0849144508087,3.8686173167265423
Goodwill Policy,8070D,0.7915751497456602,0.5471840830657096,1.0496933311921275
Goodwill Policy,8071D,0.0,0.0,0.0
Goodwill Policy,8072D,0.0,0.0,0.0
Goodwill Policy,8073D,0.847900004975665,0.6113336112737849,0.9569158517493734
Goodwill Policy,8074D,2.484485794432724e+17,2.4967177934206435e+17,7.122359410693339e+16
Goodwill Policy,8075D,0.0,0.0,0.0
Gross Stock Turn,6001DZ,3.608698054211418,1.5918278802523265,2.9404810436908972
Gross Stock Turn,6010DZ,3.1376806666047403,2.654133672076751,3.300606956375555
Gross Stock Turn,6017DZ,414497965704288.4,141501988292074.84,20015998343870.664
Guide,6028DZ,0.0,0.0,0.0
Heat - Light - Power - Water,8490D,1.5808168048775828,1.4370189858947564,0.9698056971871054
Heat - Light - Power - Water,8491D,1.641412410491832,1.4919065951839987,1.0188027297460032
Heat - Light - Power - Water,8492D,1.5688588753247072,1.436418768584327,0.95827123899241
Heat - Light - Power - Water,8493D,1.5645714594400468,1.4320464829828594,0.9556038968585234
Heat - Light - Power - Water,8494D,1.5688588753247072,1.436418768584327,0.95827123899241
Heat - Light - Power - Water,8495D,0.0,0.0,0.0
Hired YTD,560TP,0.0,0.0,0.0
Hired YTD ,560AP,0.0,0.0,0.0
Hired YTD ,560BP,0.0,0.0,0.0
Hired YTD ,560CP,0.0,0.0,0.0
Hired YTD ,560DP,0.0,0.0,0.0
Hired YTD ,560EP,0.0,0.0,0.0
Hours Available,50009SD,6.499355457245809,6.770535643964006,2.8208410082445172
Hours Available ,50109SD,0.0,0.0,0.0
Hours Clocked ,50010SD,8.912187750328986,7.3772515040328095,1.7982046974541994
Hours Clocked ,50110SD,0.0,0.0,0.0
Hours Sold,50011SD,12.135452719987718,15.530533044725022,5.255828208900752
Hours Sold ,50111SD,0.0,0.0,0.0
Hours Sold per Technician,6101DZ,28.175656879615943,35.659130140935915,30.153008406394278
Hours Sold per Technician,6119DZ,13.922113200470788,19.418595160500967,7.847768010770358
Hours Sold per Technician,6137DZ,3.492307991045141e+18,1.7389460121189617e+18,29.740490749121406
Hours per CP RO,6105DZ,2.56425899729253,1.9424712660182888,1.3344686831744559
Hours per CP RO,6123DZ,5837999516967.129,1667999861995.2864,5837999516963.983
Hours per CP RO,6141DZ,5707895527726608.0,1812559850028126.8,1.6970144790488686
INCOME TAX,8520D,0.0,0.0,0.0
Income Tax,8520DD,0.0,0.0,0.0
Insurance - Buildings & Improvements,8470D,1.5341428730644493e+18,1.4898574767286395e+18,0.28891640450291795
Insurance - Buildings & Improvements,8471D,5.369291555742825e+17,5.2144455685548397e+17,0.295054487633175
Insurance - Buildings & Improvements,8472D,2.3010058096139258e+17,2.234563815111361e+17,0.27466687477987695
Insurance - Buildings & Improvements,8473D,4.912259593557819e+17,4.757413606369833e+17,0.32319223524893737
Insurance - Buildings & Improvements,8474D,2.7588717717299264e+17,2.6921517772503632e+17,0.32809164180377587
Insurance - Buildings & Improvements,8475D,0.0,0.0,0.0
Insurance - Other,8390D,0.0,0.0,0.0
Insurance - Other,8391D,0.0,0.0,0.0
Insurance - Other,8392D,0.0,0.0,0.0
Insurance - Other,8393D,0.0,0.0,0.0
Insurance - Other,8394D,0.0,0.0,0.0
Insurance - Other,8395D,0.0,0.0,0.0
Insurance Income (CPO),3702G,0.0,0.0,0.0
Insurance Income (CPO),3702S,0.0,0.0,0.0
Insurance Income (CPO),3702U,0.0,0.0,0.0
Insurance Income (Non CPO),3706G,0.0,0.0,0.0
Insurance Income (Non CPO),3706S,0.0,0.0,0.0
Insurance Income (Non CPO),3706U,0.0,0.0,0.0
Insurance Income (Other Makes),3713G,0.0,0.0,5.7562675237242906e+17
Insurance Income (Other Makes),3713S,0.0,0.0,6.943883425460508e+17
Insurance Income (Other Makes),3713U,0.0,0.0,500399958596721.75
Insurance Income - New,3341G,9.945449177109846e+17,3.899227677376455e+17,1.1004629089472908e+18
Insurance Income - New,3341S,1.4069578835877827e+18,5.494669545369003e+17,1.5473200719741635e+18
Insurance Income - New,3341U,500399958596721.9,194599983898725.25,833999930994536.2
Insurance Payable,2220D,0.0,0.0,0.0
Interest - Real Estate - Mortgage,8480D,0.0,0.0,0.0
Interest - Real Estate - Mortgage,8481D,0.0,0.0,0.0
Interest - Real Estate - Mortgage,8482D,0.0,0.0,0.0
Interest - Real Estate - Mortgage,8483D,0.0,0.0,0.0
Interest - Real Estate - Mortgage,8484D,0.0,0.0,0.0
Interest - Real Estate - Mortgage,8485D,0.0,0.0,0.0
Interest Payable,2200D,0.0,0.0,7.501495779323457e+18
Internal Body Shop Labour,5430G,0.0,0.0,0.0
Internal Body Shop Labour,5430S,0.0,0.0,0.0
Internal Body Shop Labour,5430U,0.0,0.0,0.0
Internal Hours Sold ,50015SD,7.835952844189616,11.43037776866911,8.393441278153482
Internal Labour Rate,5080D,0.012345679012345678,0.020833333333333332,0.09593621399176955
Internal Labour Rate,5081D,0.0,0.0,0.0
Internal Mechanical Labour,5080G,0.3458717711869617,0.3144036906822578,0.4913008545993448
Internal Mechanical Labour,5080S,0.31870597948731355,0.29226679260687416,0.48272217765480147
Internal Mechanical Labour,5080U,0.25797241625449674,0.23484387922843217,0.3448454303537807
Internal Mechanical Labour,5200S,0.5049795801055057,0.504365426630297,0.34931228824264515
Internal P&A RO,5261G,0.374302468013797,0.3307822410848582,0.37926280360160114
Internal P&A RO,5261S,0.4063850838870907,0.3339491349569925,0.3904519946203996
Internal P&A RO,5261U,0.0,0.0,0.0
Investments,2550D,0.0,0.0,0.0
JAN.,391AU,0.03508771929824561,0.05263157894736842,0.4831309041835357
JAN.,392AU,0.0,0.0,0.0
JAN.,395AU,0.05847953216374269,0.08771929824561403,0.4405458089668616
JAN.,396AD,0.11453742204680196,0.10901466984538938,1.3114620803587336
JAN.,396AU,0.0,0.0,2001599834386887.0
JUL.,391GU,1.0007999171934436e+16,1.5011998757901654e+16,0.31896551724137934
JUL.,392GU,0.0,0.0,0.0
JUL.,395GU,8006399337547548.0,1.2009599006321322e+16,0.20643939393939392
JUL.,396GD,2.5206146714434073e+19,3.780922007165111e+19,1.0013593812655432
JUL.,396GU,0.0,0.0,0.0
JUN.,391FU,6004799503160661.0,9007199254740992.0,0.2546296296296296
JUN.,392FU,0.0,0.0,0.0
JUN.,395FU,6004799503160661.0,9007199254740992.0,0.13425925925925924
JUN.,396FD,1.746395855502559e+19,2.6195937832538386e+19,0.8122570148316854
JUN.,396FU,0.0,0.0,3502799710177052.5
Land - Auto Bus Only,11750D,0.0,0.0,0.0
Land - Auto Bus Only,1750D,0.0,0.0,0.0
Laundry & Uniforms,8150D,0.6168105721584628,0.5909621755558729,0.7371844767066635
Laundry & Uniforms,8151D,6.029819501090498e+16,1.3335658896602635e+17,4.010705668152725e+17
Laundry & Uniforms,8152D,2.6020797847029532e+16,5.729579525932464e+16,1.721375857572723e+17
Laundry & Uniforms ,8153D,0.610921064252324,0.5196653293172881,0.7461455872670286
Laundry & Uniforms ,8154D,2.6020797847029532e+16,5.729579525932464e+16,1.721375857572723e+17
Laundry & Uniforms ,8155D,0.0,0.0,0.0
Lease & Rental Expenses,9102D,0.0,0.0,0.0
Lease & Rental Income,9101D,0.0763888888888889,0.051978114478114484,0.25315656565656564
Lease Buyout,3510G,0.0,0.0,0.0
Lease Buyout,3510S,0.0,0.0,0.0
Lease Buyout,3510U,0.0,0.0,0.0
Lease Vehicles,1680D,0.0,0.0,0.0
Leasehold,1870D,0.0,0.0,0.0
Leasehold,1880D,0.0,0.0,0.0
Leasehold ,11870D,0.0,0.0,0.0
Legal & Auditing,8350D,6.890674229863058e+18,8.558674091852131e+18,3.346674923094875e+18
Legal & Auditing,8351D,2.4117610004500004e+18,2.995560952146176e+18,1.1714363030749256e+18
Legal & Auditing,8352D,1.0335761144815288e+18,1.2837760937798897e+18,5.019011584725119e+17
Legal & Auditing,8353D,2.4117610004500004e+18,2.995560952146176e+18,1.1714363030749256e+18
Legal & Auditing,8354D,1.0335761144815288e+18,1.2837760937798897e+18,5.019011584725119e+17
Legal & Auditing,8355D,0.0,0.0,0.0
Less: Charge Backs - New,4400G,0.0,0.0,0.0
Less: Charge Backs - Used,4750G,0.0,0.0,0.0
Life Insurance - Cash Value,1900D,0.0,0.0,0.0
Liquidity in Dollars,6032DZ,0.0,0.0,0.0
Liquidity in Dollars,6043DZ,5.784341481325415,4.955279477491165,2.755781041795398
Loss on Disposal of Assets,9051D,0.0,0.0,0.0
MAR.,391CU,5420999551464485.0,6143799491659750.0,0.1234567901234568
MAR.,392CU,0.0,0.0,0.0
MAR.,395CU,7088999413453559.0,8034199335247367.0,0.3513725490196078
MAR.,396CD,1.1256914068598755e+19,1.2757835944411922e+19,3.759110936213653
MAR.,396CU,0.0,0.0,0.0
MAY,391EU,1.100879908912788e+16,1.5901598684295824e+16,0.3451178451178451
MAY,392EU,0.0,0.0,0.0
MAY,395EU,1.15091990477246e+16,1.6624398624491094e+16,0.2923976608187134
MAY,396ED,2.094924426665176e+19,3.0260019496274764e+19,0.5525024187910342
MAY,396EU,0.0,0.0,0.0
Manager(s),0961P,0.0,0.0,0.018518518518518517
Manager(s),0968P,0.0,0.05555555555555555,0.5555555555555556
Manager(s),0975P,0.0,0.0,0.0
Manager(s),0982P,0.0,0.0,0.0
Manager(s),0989P,0.0,0.0,0.0
Manager(s),510P,0.0,0.013888888888888888,0.13425925925925924
"Membership, Dues, Publications",8310D,1.0133099161583616e+18,1.2105230998408696e+18,4.6720676134313914e+17
"Membership, Dues, Publications",8311D,4.305941643724791e+17,5.1193695764214624e+17,1.8573178463248323e+17
"Membership, Dues, Publications",8312D,4.875563596594059e+17,5.62644153446614e+17,3.645413698377118e+17
"Membership, Dues, Publications ",8313D,1.6212958658533786e+17,1.592383868245568e+17,1.1192279073946678e+17
"Membership, Dues, Publications ",8314D,6.955559424494433e+16,6.833239434615234e+16,4.812179601838475e+16
"Membership, Dues, Publications ",8315D,0.0,0.0,0.0
Mirage (5-Door),3025G,2.665046779493041e+18,3.1119595425153126e+18,9.640205202365844e+17
Mirage (5-Door),3025S,3.804924525179133e+19,4.284947085461888e+19,9.427034820003641e+18
Mirage (5-Door),3025U,1834799848187980.0,2001599834386887.0,500399958596722.25
Miscellaneous,8410D,0.33810097483612134,0.2842216806602377,0.42441106960518027
Miscellaneous,8411D,0.6019116645635662,0.6523977029718472,0.6092958294072554
Miscellaneous,8412D,2.989164882892566,2.7177756334393974,1.032353295545568
Miscellaneous ,8413D,2.600405415966911,2.1692291861773545,1.7108280410120527
Miscellaneous ,8414D,2.331029807129729e+17,1.575703869625677e+17,1.7173124425649375
Miscellaneous ,8415D,0.0,0.0,0.0
Miscellaneous Assets,1571D,0.0,0.0,0.0
Miscellaneous Deductions,9222D,0.0,0.0,0.0
Miscellaneous Income,9072D,3.315566574792127,3.864471914014443,9.24650305581306
Missed Appointments,50106SD,0.0,0.0,0.0
Missed Service Appointments,50006SD,0.0,0.0,0.0
Mortgages Payable,2430D,0.0,0.0,0.0
"NET ADDITIONS & DEDUCTS (PAGE 3 NET
OF LINE 78)",85000AD,1.1342856677877518,1.311575694156159,17.12307614129678
"NET CUSTOMER RECEIVABLES
(LINES 7 THRU 11)",21000D,0.5017820240713604,0.4176021389675546,0.5280268069294849
NET PROFIT / LOSS BEFORE INCOME TAXES  (LINES 67  LESS 68),2570D,2.031606246148424,2.5480409143594027,6.467969102083547
"NET PROFIT BEFORE
OWNERS BONUS & INCOME TAX 
(LINES 65 & 66)",19000D,2.0334913572124753,2.5380757010733097,27.28079468731187
NET PROFIT OR (LOSS) ,19500D,2.031606246148424,2.5480409143594027,6.467969102083547
"NET RECEIVABLES 
(LINES 78 & 79)",22500D,0.35088508179716754,0.3165874151483952,0.42526554823243834
NOV.,391KU,3335999723978145.0,3780799687175231.0,0.02729885057471264
NOV.,392KU,0.0,0.0,0.0
NOV.,395KU,5420999551464485.0,6143799491659751.0,0.0349002849002849
NOV.,396KD,6.028151501228509e+18,6.831905034725643e+18,0.22682932953012852
NOV.,396KU,0.0,0.0,0.0
NV Target,42000T,0.0,0.0,0.0
NV Target,6059DZ,0.0,0.0,0.0
NV Units Sold Retail Per NV Sales Rep.,6060DZ,354449970672680.2,208499982748635.38,1083365910361904.2
NV Units Sold Retail Per NV Sales Rep.,6066DZ,0.6327578544312997,0.4859056103302636,0.7753482803323948
NV Units Sold Retail Per NV Sales Rep.,6072DZ,159293986819958.88,177919985278835.66,4.266329185885584
NV Vehicle Equity or (Conversion) ,6033DZ,0.0,0.0,0.0
NV Vehicle Equity or (Conversion) ,6044DZ,11.971038248885925,3.7335692619751404,20.887511422446288
Net Working Capital Actual,6027DZ,5.442075616785729,7.1832581531724,5.55501707836809
Net Working Capital Ratio,6030DZ,8339999309950.422,35583997055772.36,35027997101774.375
New / Used Vehicle Inventory Expense,8650D,0.0,0.0,6.605279453476727e+16
New / Used Vehicle Inventory Expense,8651D,0.0,0.0,0.0
New / Used Vehicle Inventory Expense,8652D,0.0,0.0,6.605279453476727e+16
New Car - Mitsubishi,1400D,1.6424127441061601e+19,3.5073783697982124e+19,1.7060636188396632e+19
New SUV - Mitsubishi,1420D,0.17467928650504919,0.1885690994336686,0.553917479058942
New Vehicle Department,M17000AD,0.25694524016687564,0.21045687775362604,0.35091446991662023
New Vehicle Department,M18000AD,2.0217678595571,1.8866816471293366,3.2995952765373544
New Vehicle Department,M43500XG,0.3017405069864958,0.2936619286668656,0.37915719586495583
New Vehicles - Mitsubishi,2100D,0.1528147527944133,0.16636858710266011,0.5710478483878275
New Vehicles - Other Makes ,1430D,0.0,0.0,0.0
Non-Automotive Inventory,1572D,0.0,0.0,0.0
Non-Productive / Other,50103SD,0.0,0.0,0.0
Non-Productive / Other,50103SDY,0.0,0.0,0.0
Non-Productive / Other ,50003SD,416999965497268.4,83399993099453.94,0.7592592592592593
Non-Productive / Other ,50003SDY,0.6619729036395703,0.5623850943295388,0.8251443001443002
Notes Payable - Capital Loans,2410D,0.030707533610980324,0.035233574899260135,0.1402936332291272
Notes and Accts. Rec. - Officers / Owners / Employees,1910D,0.0,0.0,1.3874673052004403e+19
OCT.,391JU,7005599420354106.0,8951599259341356.0,0.03842940685045948
OCT.,392JU,0.0,0.0,0.0
OCT.,395JU,5504399544563940.0,7033399418053923.0,0.06235431235431235
OCT.,396JD,1.9730269967510143e+19,2.5210900514040738e+19,0.2389680463887744
OCT.,396JU,0.0,0.0,0.0
OVER 30 Day,1100DOT,0.0,3.382370120141441e+18,5.073555180212163e+18
Occupancy as a % of Company GP,6031DZ,2.9727822369078876,2.2104934873148334,2.9038220320908597
Occupancy as a % of Company GP,6042DZ,5.687773863063151,11.027460503743571,3.6861174708684112
Occupancy as a % of Company GP,6053DZ,2674637778699480.0,715571940793313.5,3.834636082549074
Office Supplies & Stationery,8200D,0.7298524298571737,0.5707487741450401,1.0113295386917642
Office Supplies & Stationery,8201D,1.14046560089617,0.8449537022433637,1.1386148085329162
Office Supplies & Stationery,8202D,1.457226385453628,1.1300536702144328,1.1930085612719425
Office Supplies & Stationery,8203D,4.597464174248298,3.833209265030423,3.200624480475826
Office Supplies & Stationery,8204D,4.2581213574039865,3.2747150096668074,4.290472549826858
Office Supplies & Stationery,8205D,0.0,0.0,0.0
Other,11890D,0.08866628335426771,0.1268696202472637,0.595726673509326
Other,1730D,0.01784140495690119,0.026762107435351776,0.21058675897825255
Other,1890D,0.016292230295490494,0.021895610045657946,0.05894174765000229
Other Expenses Payable,2300D,0.75791703494467,1.164973752529768,3.165025806734087
Other Ext. Warranty - New,3281G,0.5764174417093614,0.4547377962552263,0.8046658746386063
Other Ext. Warranty - New,3281S,0.5532877747115417,0.46664285447788356,0.8429211272694129
Other Ext. Warranty - New,3281U,0.4709890026579898,0.4155382621763278,0.8376700649220139
Other F & I - New,3282G,0.5799311659372719,0.5752544978374199,0.9364729407330261
Other F & I - New,3282S,0.5839807845444087,0.5998801426682181,1.0061020452099514
Other F & I - New,3282U,0.45305175910715195,0.3861518254292564,0.44530850336855976
Other Factory Rec. / Incentives - Mit. ,1200AD,0.39650333260004245,0.46746689014363646,0.638402917276193
Other Factory Rec. / Incentives - Mitsubishi,1200BD,0.39650333260004245,0.46746689014363646,0.638402917276193
Other Factory Rec. / Incentives - Mitsubishi,1200CD,0.0,0.0,0.0
Other Factory Rec. / Incentives - Mitsubishi,1200D,0.39650333260004245,0.46746689014363646,0.638402917276193
Other Factory Rec. / Incentives - Mitsubishi,1200DD,0.0,0.0,0.0
Other Factory Rec. / Incentives - Mitsubishi,1200ED,0.0,0.0,0.0
Other Factory Rec. / Incentives - Mitsubishi,1200FD,0.0,0.0,0.0
Other MMSCAN Program Expense,9502D,0.0,0.0,0.0
Other MMSCAN Program Income,9501D,0.0,0.0,0.0
Other Mechanical Labour,5015G,0.0,0.0,0.0
Other Mechanical Labour,5015S,0.0,0.0,0.0
Other Mechanical Labour,5015U,0.0,0.0,0.0
Other Non-Automotive Assets,1990D,0.0004561175441094458,0.036426061218053946,0.42414642217768905
Other Notes / Accounts Receivable,1950D,0.0,0.0,0.0
Other Notes and Contracts Payable,2420D,0.051274176027369577,0.06289652936134549,0.18110989926030818
Other P&A,5710G,1.6607122467741047,2.5549531598630537,2.597386106356427
Other P&A,5710S,2.1930661743849367,2.4379603417503803,4.397609304187437
Other P&A,5710U,0.0,0.0,0.0
Other Salaries & Wages,8630D,0.8958279016338777,0.7007803657597562,0.664916343215468
Other Salaries & Wages,8631D,1.3942445340070813,1.0823675236785113,0.3830036141360964
Other Salaries & Wages,8632D,0.9122516620067143,0.6946411173347529,0.38036737385466274
Other Salaries & Wages,8633D,1.1138063418962634,0.8673625932354717,0.7562838379844856
Other Salaries & Wages,8634D,0.966392115582487,1.2266744256331887,2.5557201598865316
Other Salaries & Wages,8635D,0.0,0.0,0.0
Other Supplies & Tools,8210D,5.990143164293973,2.48808408371656,3.892863678850414
Other Supplies & Tools,8211D,8.256599316845909e+16,1.038607914065196e+17,1.8556498464628432e+17
Other Supplies & Tools,8212D,3.5278197081068884e+16,4.965079589187472e+16,8.189879322366346e+16
Other Supplies & Tools,8213D,3.5106120109552483,2.1509403179440327,2.4438440581639957
Other Supplies & Tools,8214D,7.255799399652466e+16,6.621959452096618e+16,1.9165318414254445e+17
Other Supplies & Tools,8215D,0.0,0.0,4003199668773774.0
Other Vehicles,2140D,0.0,0.0,0.0
Outlander,3015G,1.018091647559642,1.0201304027655043,2.092155950334387
Outlander,3015S,0.9207520115340534,0.8700145282136247,1.3749075412974987
Outlander,3015U,0.933662530884753,0.9123483512372401,1.3536044202710869
Outlander PHEV,3026G,0.8482489648044872,0.8716413056892683,0.6804044594473031
Outlander PHEV,3026S,0.545796092861865,0.5718178503727223,0.634604081516248
Outlander PHEV,3026U,0.5573339212228101,0.5881099353321575,0.6245002939447384
Outside Services,8370D,0.6501560209315191,0.714808304975245,0.920617575612675
Outside Services,8371D,0.6906465479416809,0.672729883489218,0.9871274274947426
Outside Services,8372D,1.164326582020756,1.404600195337788,1.8163566365184798
Outside Services ,8373D,0.6282941871013672,0.6793994040806267,1.4992487591747838
Outside Services ,8374D,0.5287695156651873,0.6550978673532295,0.6166444509801389
Outside Services ,8375D,0.0,0.0,0.0
Over 30 days,1140DOT,0.0,1.0007999171934435e+19,1.5011998757901654e+19
Over 45 days,1280DOF,0.0,0.0,0.0
Over 45 days,1285DOF,0.0,0.0,0.0
Over 90 Days,50023ST,0.28760243798419155,0.28467367551922496,0.5026955755435266
Over 90 Days,50028ST,0.28526069652795216,0.2920369001202781,0.5989465553002631
Over 90 Days,50033ST,0.19413564428106886,0.2430391102809318,0.934350175486563
Over 90 Days,50038ST,0.20795038312239766,0.27031140327558106,0.5754479475531085
Overhead Absorption %,6100DZ,3.269815060339931,2.5096070252911398,3.2114540892026158
Overhead Absorption %,6118DZ,7.228889942036962,12.291557233016121,6.6050072260891755
Overhead Absorption %,6136DZ,2241791814513316.5,1473955878044345.5,3.6023312053826206
Owner(s),0960P,0.0,0.0,0.0
Owner(s),0967P,0.0,0.0,0.0
Owner(s),0974P,0.0,0.0,0.0
Owner(s),0981P,0.0,0.0,0.0
Owner(s),0988P,0.0,0.0,0.0
Owner(s),500P,0.0,0.0,0.0
Owners' Bonuses Payable,2280D,0.0,0.0,0.0
P&A Inventory Adjustment,6371G,0.0,0.0,0.0
P&A Inventory Adjustment,6371U,0.0,0.0,0.0
P&A Repair Order Mechanical,5200G,0.4625291629081226,0.4648033525200166,0.414546352201854
P&A Repair Order Mechanical,5200U,0.0,0.0,0.0
Parts & Accessories,M17000DD,0.30401582881724093,0.25365216917150746,0.24478772901611703
Parts & Accessories,M18000DD,6.353934963489432,7.556923804398249,4.053777613928982
Parts & Accessories,M49000XG,0.22041425362165676,0.22028048631983446,0.20279848397078246
Parts & Accessories - Mitsubishi ,1500D,0.05757403758552307,0.10000095115996109,0.3449850183713087
Parts & Accessories - Other,1510D,0.0070838365657617435,0.018871596152914036,0.2650515473734116
Parts & Accessories - Tires,1505D,0.48033646339036845,1.0227536274146827,2.3609782039381564
Payroll Payable,2210D,0.9958754868437103,1.1750035011921858,2.4810611334280366
Payroll Taxes,8130D,0.4245363188738373,0.3919806644994417,0.2637803002651576
Payroll Taxes,8131D,0.4254760929513138,0.39055356376955724,0.2634253272040426
Payroll Taxes,8132D,0.42142308441408827,0.39292018568728504,0.26826140922728214
Payroll Taxes ,8133D,0.4262584654723672,0.39264782581700647,0.26113844605898434
Payroll Taxes ,8134D,0.42142308441408827,0.39292018568728504,0.2661176696734706
Payroll Taxes ,8135D,0.0,0.0,0.0
Pension Fund,8180D,0.0,0.0,0.0
Pension Fund,8181D,0.0,0.0,0.0
Pension Fund,8182D,0.0,0.0,0.0
Pension Fund ,8183D,0.0,0.0,0.0
Pension Fund ,8184D,0.0,0.0,0.0
Pension Fund ,8185D,0.0,0.0,0.0
Pension Fund Payable,2290D,0.0,0.0,0.0
Petty Cash Fund / Cash On Hand,10011002D,0.05952380952380952,2.4536560846560844,9.543015873015873
Postage,8320D,1.116725907601684e+17,1.0094179164803872e+17,4.353479639791479e+16
Postage,8321D,4.303439643931806e+16,3.928139674984266e+16,1.5262198737200014e+16
Postage,8322D,2.5937397853930076e+16,2.432499798734064e+16,6505199461757383.0
Postage,8323D,2.98571975296044e+16,2.6104197840128984e+16,1.5262198737200014e+16
Postage,8324D,1.2843598937315858e+16,1.1231199070726422e+16,6505199461757383.0
Postage,8325D,0.0,0.0,0.0
Pre-Delivery - Mitsubishi,1260D,0.0,0.0,0.0
Preferred Stock,2502D,0.0,0.0,0.0
Prepaid Insurance,1640D,0.0,0.0,0.0
Prepaid Other,1610D,0.07688171913441434,0.09946891343945562,0.19852506982891455
Prepaid Taxes,1620D,0.0,0.0,0.0
Productive / Non Productive Personnel,500013SDZ,0.0,0.0,0.0
Productive / Non Productive Personnel,50016SDZ,0.0,0.0,0.0
Productive / Non Productive Personnel,6157DZ,3.0579441469845668e+16,4.355397839632766e+16,2.084999827486341e+16
Productive / Non-Productive Personnel,50013SDZ,0.0,0.0,0.0
Productivity (Guide 85% +),6109DZ,5.929173343029976,4.502300691265766,3.5328900431214
Productivity (Guide 85% +),6127DZ,12.080548205396113,5.508867936156168,5.124753167502782
Productivity (Guide 85% +),6162DZ,0.0,0.0,0.0
Productivity (Guide 85% +) ,50113SDZ,0.0,0.0,0.0
Profit or Loss (Before Income Tax),2570DV,2.0496645247743115,2.3647201277189724,2.903500152584416
